value,pos
42.95175,3743
42.95525,3744
42.96027,3745
42.96112,3746
42.96402,3747
42.96402,3748
42.96966,3749
42.97064,3750
42.97064,3751
42.9722,3752
42.97566,3753
42.97726,3754
42.97776,3755
42.97776,3756
42.97867,3757
42.98636,3758
42.98636,3759
42.98816,3760
42.99124,3761
42.99441,3762
42.99679,3763
43.00327,3764
43.0136,3765
43.01562,3766
43.02662,3767
43.04119,3768
43.04246,3769
43.04456,3770
43.04906,3771
43.05296,3772
43.06283,3773
43.06283,3774
43.06874,3775
43.07274,3776
43.07377,3777
43.07377,3778
43.0767,3779
43.07948,3780
43.09101,3781
43.09365,3782
43.09855,3783
43.10151,3784
43.10285,3785
43.10933,3786
43.10985,3787
43.11124,3788
43.11212,3789
43.11478,3790
43.11478,3791
43.11495,3792
43.11655,3793
43.11748,3794
43.11834,3795
43.1225,3796
43.1225,3797
43.12274,3798
43.13114,3799
43.13634,3800
43.13685,3801
43.1422,3802
43.14243,3803
43.14895,3804
43.14895,3805
43.15089,3806
43.15209,3807
43.15423,3808
43.15614,3809
43.15614,3810
43.15614,3811
43.15614,3812
43.16575,3813
43.16667,3814
43.17393,3815
43.18011,3816
43.19056,3817
43.19104,3818
43.20279,3819
43.20597,3820
43.21099,3821
43.22224,3822
43.22543,3823
43.24042,3824
43.24144,3825
43.24595,3826
43.24733,3827
43.25,3828
43.25506,3829
43.25685,3830
43.28073,3831
43.30047,3832
43.30047,3833
43.30538,3834
43.30627,3835
43.30627,3836
43.30799,3837
43.31509,3838
43.31788,3839
43.32474,3840
43.32757,3841
43.33732,3842
43.33732,3843
43.34252,3844
43.34495,3845
43.3514,3846
43.3514,3847
43.35681,3848
43.35713,3849
43.35741,3850
43.36459,3851
43.37362,3852
43.37362,3853
43.37362,3854
43.37392,3855
43.37428,3856
43.37583,3857
43.39237,3858
43.39237,3859
43.39338,3860
43.39407,3861
43.39407,3862
43.39407,3863
43.40186,3864
43.40186,3865
43.40343,3866
43.40596,3867
43.40703,3868
43.40777,3869
43.4111,3870
43.41124,3871
43.41322,3872
43.4141,3873
43.42087,3874
43.42421,3875
43.4252,3876
43.42702,3877
43.43613,3878
43.44612,3879
43.4482,3880
43.45088,3881
43.45133,3882
43.45345,3883
43.45498,3884
43.45671,3885
43.46154,3886
43.46488,3887
43.46651,3888
43.46687,3889
43.46876,3890
43.47043,3891
43.4802,3892
43.48512,3893
43.4921,3894
43.49211,3895
43.49394,3896
43.49593,3897
43.49712,3898
43.51235,3899
43.51235,3900
43.51235,3901
43.52728,3902
43.53545,3903
43.53637,3904
43.53958,3905
43.53958,3906
43.5468,3907
43.55588,3908
43.55612,3909
43.55934,3910
43.56058,3911
43.56159,3912
43.56163,3913
43.57196,3914
43.57566,3915
43.57838,3916
43.58333,3917
43.5872,3918
43.58807,3919
43.61544,3920
43.61544,3921
43.61544,3922
43.61769,3923
43.62005,3924
43.62005,3925
43.62889,3926
43.63009,3927
43.63182,3928
43.63879,3929
43.64434,3930
43.64434,3931
43.65049,3932
43.66154,3933
43.67677,3934
43.6851,3935
43.69281,3936
43.70021,3937
43.70325,3938
43.70355,3939
43.70419,3940
43.7127,3941
43.71466,3942
43.71854,3943
43.72046,3944
43.72243,3945
43.72243,3946
43.73076,3947
43.73235,3948
43.73293,3949
43.73786,3950
43.73786,3951
43.73786,3952
43.73786,3953
43.73786,3954
43.74308,3955
43.74682,3956
43.75,3957
43.75374,3958
43.75725,3959
43.75725,3960
43.76116,3961
43.77664,3962
43.77664,3963
43.77892,3964
43.78852,3965
43.79053,3966
43.79132,3967
43.79955,3968
43.80367,3969
43.80753,3970
43.81111,3971
43.81111,3972
43.81919,3973
43.82462,3974
43.82704,3975
43.83275,3976
43.83663,3977
43.83663,3978
43.83904,3979
43.84416,3980
43.84437,3981
43.84564,3982
43.84681,3983
43.85185,3984
43.85197,3985
43.85708,3986
43.86449,3987
43.86722,3988
43.88357,3989
43.88449,3990
43.89082,3991
43.89209,3992
43.89209,3993
43.89411,3994
43.89411,3995
43.90332,3996
43.90493,3997
43.90493,3998
43.91589,3999
43.91667,4000
43.91939,4001
43.9199,4002
43.9199,4003
43.92389,4004
43.93128,4005
43.93203,4006
43.93252,4007
43.93252,4008
43.93409,4009
43.93511,4010
43.93657,4011
43.95198,4012
43.95372,4013
43.95665,4014
43.96468,4015
43.96657,4016
43.97589,4017
43.97746,4018
43.98844,4019
43.99298,4020
43.9984,4021
43.99934,4022
43.99982,4023
44.00571,4024
44.00734,4025
44.0277,4026
44.02926,4027
44.03929,4028
44.04232,4029
44.04284,4030
44.04284,4031
44.06083,4032
44.06103,4033
44.06103,4034
44.06362,4035
44.06647,4036
44.06751,4037
44.06751,4038
44.06976,4039
44.07218,4040
44.07503,4041
44.07636,4042
44.0767,4043
44.09695,4044
44.10054,4045
44.10385,4046
44.10685,4047
44.10685,4048
44.11035,4049
44.11937,4050
44.12198,4051
44.12198,4052
44.12198,4053
44.12198,4054
44.12198,4055
44.12223,4056
44.12624,4057
44.12761,4058
44.12761,4059
44.13095,4060
44.13143,4061
44.14126,4062
44.14354,4063
44.1442,4064
44.1442,4065
44.14457,4066
44.14457,4067
44.14975,4068
44.14983,4069
44.15263,4070
44.15313,4071
44.15313,4072
44.15933,4073
44.15972,4074
44.15994,4075
44.1616,4076
44.16277,4077
44.16329,4078
44.16667,4079
44.17187,4080
44.17633,4081
44.18201,4082
44.18418,4083
44.18492,4084
44.18858,4085
44.18889,4086
44.18976,4087
44.1903,4088
44.19281,4089
44.19281,4090
44.19281,4091
44.19777,4092
44.19948,4093
44.20063,4094
44.20063,4095
44.20063,4096
44.20063,4097
44.20383,4098
44.2065,4099
44.20795,4100
44.20905,4101
44.20924,4102
44.21619,4103
44.21786,4104
44.22509,4105
44.2281,4106
44.2281,4107
44.22828,4108
44.23294,4109
44.23304,4110
44.23413,4111
44.2344,4112
44.23844,4113
44.24186,4114
44.24368,4115
44.24629,4116
44.25,4117
44.25358,4118
44.25608,4119
44.26822,4120
44.26822,4121
44.2738,4122
44.28213,4123
44.29707,4124
44.30326,4125
44.30326,4126
44.30326,4127
44.30326,4128
44.30326,4129
44.30505,4130
44.30505,4131
44.30759,4132
44.31927,4133
44.32072,4134
44.3217,4135
44.32662,4136
44.32859,4137
44.3385,4138
44.33857,4139
44.34068,4140
44.34137,4141
44.34377,4142
44.34929,4143
44.35117,4144
44.35368,4145
44.35394,4146
44.36692,4147
44.36952,4148
44.37115,4149
44.37788,4150
44.38594,4151
44.38903,4152
44.39185,4153
44.392,4154
44.392,4155
44.392,4156
44.40253,4157
44.40262,4158
44.40728,4159
44.40894,4160
44.4142,4161
44.43115,4162
44.43259,4163
44.43874,4164
44.4404,4165
44.44332,4166
44.44721,4167
44.45007,4168
44.45007,4169
44.45815,4170
44.45879,4171
44.4624,4172
44.46708,4173
44.4714,4174
44.48352,4175
44.4864,4176
44.49725,4177
44.50781,4178
44.51191,4179
44.5131,4180
44.51506,4181
44.51518,4182
44.51999,4183
44.53867,4184
44.54256,4185
44.54412,4186
44.55186,4187
44.55186,4188
44.55219,4189
44.55516,4190
44.55516,4191
44.55644,4192
44.55873,4193
44.55876,4194
44.561,4195
44.57282,4196
44.57282,4197
44.57282,4198
44.5781,4199
44.5799,4200
44.58223,4201
44.58241,4202
44.58333,4203
44.58944,4204
44.59261,4205
44.60259,4206
44.61194,4207
44.61739,4208
44.61769,4209
44.62493,4210
44.62493,4211
44.62493,4212
44.62552,4213
44.62847,4214
44.6331,4215
44.6331,4216
44.63372,4217
44.63423,4218
44.63702,4219
44.63884,4220
44.63974,4221
44.64714,4222
44.64897,4223
44.64948,4224
44.65178,4225
44.652,4226
44.65267,4227
44.67357,4228
44.67877,4229
44.68174,4230
44.6825,4231
44.68472,4232
44.68472,4233
44.68472,4234
44.68592,4235
44.69542,4236
44.69542,4237
44.70054,4238
44.70346,4239
44.70346,4240
44.70747,4241
44.71399,4242
44.72296,4243
44.73221,4244
44.73839,4245
44.74032,4246
44.74076,4247
44.74076,4248
44.74076,4249
44.74076,4250
44.74194,4251
44.7491,4252
44.75362,4253
44.75539,4254
44.7574,4255
44.7574,4256
44.7574,4257
44.7574,4258
44.7574,4259
44.7574,4260
44.76691,4261
44.76706,4262
44.76728,4263
44.76798,4264
44.77139,4265
44.7727,4266
44.77534,4267
44.77898,4268
44.78075,4269
44.78391,4270
44.78397,4271
44.79242,4272
44.79516,4273
44.79822,4274
44.80205,4275
44.81131,4276
44.8184,4277
44.81937,4278
44.82398,4279
44.82799,4280
44.83059,4281
44.83333,4282
44.84035,4283
44.84035,4284
44.8404,4285
44.8436,4286
44.84376,4287
44.84606,4288
44.85475,4289
44.85599,4290
44.86478,4291
44.86478,4292
44.86732,4293
44.86919,4294
44.88333,4295
44.88396,4296
44.88911,4297
44.89888,4298
44.90069,4299
44.90511,4300
44.90628,4301
44.91121,4302
44.91667,4303
44.91667,4304
44.91667,4305
44.92139,4306
44.92345,4307
44.92345,4308
44.94293,4309
44.9475,4310
44.95059,4311
44.95059,4312
44.95727,4313
44.95888,4314
44.96002,4315
44.96772,4316
44.96776,4317
44.97126,4318
44.9714,4319
44.9716,4320
44.97177,4321
44.9795,4322
44.98037,4323
44.98101,4324
44.98755,4325
44.98844,4326
44.99349,4327
44.99425,4328
45,4329
45.00427,4330
45.00498,4331
45.00498,4332
45.00804,4333
45.01486,4334
45.01486,4335
45.01584,4336
45.0161,4337
45.01831,4338
45.02109,4339
45.0289,4340
45.03108,4341
45.03264,4342
45.04024,4343
45.04024,4344
45.04226,4345
45.04709,4346
45.04709,4347
45.04853,4348
45.05029,4349
45.05029,4350
45.05029,4351
45.05029,4352
45.06223,4353
45.06632,4354
45.0699,4355
45.0777,4356
45.08836,4357
45.08937,4358
45.09084,4359
45.10133,4360
45.10707,4361
45.11801,4362
45.11801,4363
45.12803,4364
45.1331,4365
45.13635,4366
45.14397,4367
45.14493,4368
45.14511,4369
45.1487,4370
45.16667,4371
45.16667,4372
45.17184,4373
45.17421,4374
45.17463,4375
45.18104,4376
45.18242,4377
45.18249,4378
45.18463,4379
45.19105,4380
45.19307,4381
45.19307,4382
45.19353,4383
45.20208,4384
45.20208,4385
45.20381,4386
45.20766,4387
45.21078,4388
45.21215,4389
45.21782,4390
45.22538,4391
45.22818,4392
45.22881,4393
45.23262,4394
45.23279,4395
45.23349,4396
45.23765,4397
45.23876,4398
45.23876,4399
45.24162,4400
45.25,4401
45.25342,4402
45.2588,4403
45.2591,4404
45.25924,4405
45.25927,4406
45.25986,4407
45.26618,4408
45.2732,4409
45.27654,4410
45.28204,4411
45.28204,4412
45.28204,4413
45.28204,4414
45.28204,4415
45.29335,4416
45.30731,4417
45.30804,4418
45.30804,4419
45.30904,4420
45.31135,4421
45.31706,4422
45.32107,4423
45.32401,4424
45.32401,4425
45.32459,4426
45.33059,4427
45.33059,4428
45.33258,4429
45.33258,4430
45.34113,4431
45.34459,4432
45.34501,4433
45.34914,4434
45.35118,4435
45.35504,4436
45.35504,4437
45.35628,4438
45.35628,4439
45.35628,4440
45.35628,4441
45.35725,4442
45.3583,4443
45.35862,4444
45.35916,4445
45.35949,4446
45.35949,4447
45.36162,4448
45.36237,4449
45.36341,4450
45.36577,4451
45.37192,4452
45.37197,4453
45.37197,4454
45.37296,4455
45.37339,4456
45.37361,4457
45.37397,4458
45.37397,4459
45.37397,4460
45.38126,4461
45.39347,4462
45.39765,4463
45.40295,4464
45.41667,4465
45.41667,4466
45.41952,4467
45.42725,4468
45.43517,4469
45.43729,4470
45.43922,4471
45.44044,4472
45.44336,4473
45.44604,4474
45.44733,4475
45.45125,4476
45.45325,4477
45.45325,4478
45.45455,4479
45.45653,4480
45.46145,4481
45.46615,4482
45.4706,4483
45.47222,4484
45.47333,4485
45.47381,4486
45.48268,4487
45.48575,4488
45.49044,4489
45.5,4490
45.50381,4491
45.50794,4492
45.51876,4493
45.52459,4494
45.53381,4495
45.53381,4496
45.54035,4497
45.54735,4498
45.55318,4499
45.55375,4500
45.55375,4501
45.55598,4502
45.55628,4503
45.557,4504
45.57152,4505
45.57907,4506
45.58333,4507
45.58333,4508
45.58736,4509
45.58816,4510
45.59032,4511
45.59045,4512
45.59256,4513
45.5932,4514
45.59628,4515
45.59681,4516
45.59681,4517
45.60704,4518
45.61368,4519
45.61901,4520
45.62206,4521
45.6263,4522
45.62867,4523
45.63526,4524
45.63679,4525
45.6368,4526
45.6381,4527
45.63832,4528
45.64777,4529
45.65017,4530
45.65902,4531
45.66079,4532
45.66296,4533
45.66574,4534
45.66579,4535
45.66667,4536
45.67299,4537
45.67299,4538
45.67299,4539
45.68675,4540
45.69514,4541
45.69523,4542
45.69631,4543
45.69751,4544
45.70215,4545
45.71474,4546
45.71579,4547
45.73254,4548
45.73308,4549
45.73328,4550
45.73589,4551
45.73822,4552
45.73975,4553
45.7479,4554
45.749,4555
45.74989,4556
45.74989,4557
45.74989,4558
45.74989,4559
45.74989,4560
45.74989,4561
45.7556,4562
45.7572,4563
45.7572,4564
45.75734,4565
45.76173,4566
45.76194,4567
45.76571,4568
45.76631,4569
45.76724,4570
45.76853,4571
45.76853,4572
45.77843,4573
45.77916,4574
45.78201,4575
45.78996,4576
45.78996,4577
45.78996,4578
45.78996,4579
45.78996,4580
45.79026,4581
45.79281,4582
45.79315,4583
45.7992,4584
45.7999,4585
45.8026,4586
45.80636,4587
45.81012,4588
45.81012,4589
45.81126,4590
45.81126,4591
45.8115,4592
45.81395,4593
45.81436,4594
45.81651,4595
45.81651,4596
45.81651,4597
45.81667,4598
45.82677,4599
45.83174,4600
45.83236,4601
45.83804,4602
45.84872,4603
45.84882,4604
45.84953,4605
45.8511,4606
45.8511,4607
45.85238,4608
45.86209,4609
45.86209,4610
45.86209,4611
45.8634,4612
45.8654,4613
45.87206,4614
45.87316,4615
45.87689,4616
45.87883,4617
45.88298,4618
45.88649,4619
45.88663,4620
45.88663,4621
45.88954,4622
45.8896,4623
45.89159,4624
45.89222,4625
45.90253,4626
45.9029,4627
45.9029,4628
45.90693,4629
45.90693,4630
45.91089,4631
45.9126,4632
45.91667,4633
45.9254,4634
45.92783,4635
45.9312,4636
45.93582,4637
45.93987,4638
45.9497,4639
45.95361,4640
45.96296,4641
45.96348,4642
45.96703,4643
45.96834,4644
45.96848,4645
45.97513,4646
45.98016,4647
45.98575,4648
45.9879,4649
45.98792,4650
45.98909,4651
45.98973,4652
45.99049,4653
45.99112,4654
45.99117,4655
45.99117,4656
45.99398,4657
45.99552,4658
45.99552,4659
45.99552,4660
45.99552,4661
45.99552,4662
45.99738,4663
46.0055,4664
46.0055,4665
46.00717,4666
46.0072,4667
46.0146,4668
46.02062,4669
46.02133,4670
46.02399,4671
46.02627,4672
46.02627,4673
46.02627,4674
46.02787,4675
46.02868,4676
46.02912,4677
46.03233,4678
46.03769,4679
46.04061,4680
46.04217,4681
46.04554,4682
46.05007,4683
46.05338,4684
46.05819,4685
46.05819,4686
46.05819,4687
46.05819,4688
46.05819,4689
46.05819,4690
46.06059,4691
46.06363,4692
46.06363,4693
46.06363,4694
46.06582,4695
46.06716,4696
46.06716,4697
46.07156,4698
46.07228,4699
46.07557,4700
46.07929,4701
46.08333,4702
46.08333,4703
46.08793,4704
46.08997,4705
46.09327,4706
46.09327,4707
46.09454,4708
46.09454,4709
46.09454,4710
46.09454,4711
46.09454,4712
46.09604,4713
46.10509,4714
46.10913,4715
46.10913,4716
46.11219,4717
46.12657,4718
46.12752,4719
46.13348,4720
46.13348,4721
46.13723,4722
46.14827,4723
46.14915,4724
46.15168,4725
46.1581,4726
46.1581,4727
46.16652,4728
46.17438,4729
46.17711,4730
46.17723,4731
46.17723,4732
46.18346,4733
46.1936,4734
46.19618,4735
46.19769,4736
46.19863,4737
46.20007,4738
46.2026,4739
46.2026,4740
46.20395,4741
46.20654,4742
46.20665,4743
46.2174,4744
46.22597,4745
46.23363,4746
46.23398,4747
46.23398,4748
46.23701,4749
46.23711,4750
46.23979,4751
46.24123,4752
46.24123,4753
46.24161,4754
46.24161,4755
46.24529,4756
46.24793,4757
46.24891,4758
46.25715,4759
46.25759,4760
46.26551,4761
46.27022,4762
46.27067,4763
46.27107,4764
46.27333,4765
46.28488,4766
46.28514,4767
46.30349,4768
46.30359,4769
46.30441,4770
46.31361,4771
46.31369,4772
46.31424,4773
46.31935,4774
46.32643,4775
46.32897,4776
46.32897,4777
46.34294,4778
46.34294,4779
46.3458,4780
46.34629,4781
46.35627,4782
46.357,4783
46.35722,4784
46.36559,4785
46.3661,4786
46.37198,4787
46.37894,4788
46.38613,4789
46.38766,4790
46.38766,4791
46.38816,4792
46.38851,4793
46.3898,4794
46.38986,4795
46.39215,4796
46.39215,4797
46.39215,4798
46.39215,4799
46.39215,4800
46.39743,4801
46.39933,4802
46.40155,4803
46.40162,4804
46.40162,4805
46.40324,4806
46.40801,4807
46.40825,4808
46.40825,4809
46.41286,4810
46.41286,4811
46.41667,4812
46.41667,4813
46.41667,4814
46.42134,4815
46.42134,4816
46.42746,4817
46.4276,4818
46.42845,4819
46.42913,4820
46.42926,4821
46.43395,4822
46.44012,4823
46.44273,4824
46.45057,4825
46.45057,4826
46.45296,4827
46.45381,4828
46.4566,4829
46.45742,4830
46.45899,4831
46.46507,4832
46.46515,4833
46.47221,4834
46.4724,4835
46.47788,4836
46.47846,4837
46.48135,4838
46.49627,4839
46.50943,4840
46.51075,4841
46.51529,4842
46.51529,4843
46.51529,4844
46.52109,4845
46.52835,4846
46.53707,4847
46.5373,4848
46.53945,4849
46.53945,4850
46.53945,4851
46.53945,4852
46.53945,4853
46.53945,4854
46.53945,4855
46.54238,4856
46.5489,4857
46.54978,4858
46.55059,4859
46.55541,4860
46.56163,4861
46.56388,4862
46.57286,4863
46.57415,4864
46.57905,4865
46.57922,4866
46.57922,4867
46.57922,4868
46.57922,4869
46.58279,4870
46.59043,4871
46.59365,4872
46.59424,4873
46.60038,4874
46.60063,4875
46.60687,4876
46.60743,4877
46.62018,4878
46.62018,4879
46.62018,4880
46.62018,4881
46.62018,4882
46.62018,4883
46.62578,4884
46.63888,4885
46.64439,4886
46.64439,4887
46.64954,4888
46.65523,4889
46.66507,4890
46.66667,4891
46.67363,4892
46.67939,4893
46.68619,4894
46.68679,4895
46.68695,4896
46.69054,4897
46.69122,4898
46.6931,4899
46.69459,4900
46.69469,4901
46.69884,4902
46.70391,4903
46.7074,4904
46.71175,4905
46.7123,4906
46.71812,4907
46.73096,4908
46.73154,4909
46.7351,4910
46.73833,4911
46.74424,4912
46.74664,4913
46.74736,4914
46.75275,4915
46.75275,4916
46.7546,4917
46.75461,4918
46.7547,4919
46.75994,4920
46.75994,4921
46.76019,4922
46.76204,4923
46.77686,4924
46.77933,4925
46.78233,4926
46.78396,4927
46.78417,4928
46.7852,4929
46.78703,4930
46.78807,4931
46.78807,4932
46.78807,4933
46.78978,4934
46.79435,4935
46.79511,4936
46.79694,4937
46.79711,4938
46.80009,4939
46.801,4940
46.80379,4941
46.80556,4942
46.80574,4943
46.80894,4944
46.80896,4945
46.81069,4946
46.81268,4947
46.81375,4948
46.81375,4949
46.81506,4950
46.82436,4951
46.8247,4952
46.82471,4953
46.83282,4954
46.83333,4955
46.83333,4956
46.83333,4957
46.84024,4958
46.84024,4959
46.84108,4960
46.84644,4961
46.84735,4962
46.84789,4963
46.84789,4964
46.84878,4965
46.8613,4966
46.86799,4967
46.86892,4968
46.86994,4969
46.87264,4970
46.87326,4971
46.8749,4972
46.87767,4973
46.88132,4974
46.88726,4975
46.90067,4976
46.90067,4977
46.90165,4978
46.90171,4979
46.90186,4980
46.90431,4981
46.90488,4982
46.90488,4983
46.90974,4984
46.91012,4985
46.91374,4986
46.91376,4987
46.91376,4988
46.91667,4989
46.92774,4990
46.92774,4991
46.9281,4992
46.92889,4993
46.93242,4994
46.93287,4995
46.93287,4996
46.93287,4997
46.93446,4998
46.93692,4999
46.93724,5000
46.93724,5001
46.93724,5002
46.93724,5003
46.93746,5004
46.93908,5005
46.93959,5006
46.94241,5007
46.94842,5008
46.95207,5009
46.95244,5010
46.95834,5011
46.95834,5012
46.96275,5013
46.96485,5014
46.96485,5015
46.96495,5016
46.96495,5017
46.96495,5018
46.96952,5019
46.98037,5020
46.98361,5021
46.98661,5022
46.9875,5023
46.98879,5024
46.9929,5025
46.99436,5026
46.9965,5027
46.99673,5028
47,5029
47.0049,5030
47.01006,5031
47.01012,5032
47.01012,5033
47.01203,5034
47.0132,5035
47.01487,5036
47.02909,5037
47.03627,5038
47.04267,5039
47.04275,5040
47.04864,5041
47.05234,5042
47.05432,5043
47.06176,5044
47.06252,5045
47.06456,5046
47.06596,5047
47.06689,5048
47.06716,5049
47.06946,5050
47.06946,5051
47.07411,5052
47.07972,5053
47.07988,5054
47.08093,5055
47.08209,5056
47.08307,5057
47.08333,5058
47.08333,5059
47.09191,5060
47.09555,5061
47.10332,5062
47.10334,5063
47.1127,5064
47.11481,5065
47.12023,5066
47.12222,5067
47.12329,5068
47.12874,5069
47.1301,5070
47.1301,5071
47.13136,5072
47.1326,5073
47.13402,5074
47.13706,5075
47.14902,5076
47.15245,5077
47.1556,5078
47.1556,5079
47.16313,5080
47.16386,5081
47.16576,5082
47.16667,5083
47.16667,5084
47.16667,5085
47.17214,5086
47.17323,5087
47.18229,5088
47.18445,5089
47.18796,5090
47.19061,5091
47.19327,5092
47.20071,5093
47.20368,5094
47.21595,5095
47.21729,5096
47.21768,5097
47.222,5098
47.22285,5099
47.22553,5100
47.23236,5101
47.23905,5102
47.24429,5103
47.25,5104
47.25404,5105
47.25501,5106
47.25501,5107
47.25501,5108
47.2602,5109
47.26333,5110
47.27395,5111
47.27661,5112
47.27661,5113
47.28068,5114
47.28171,5115
47.28617,5116
47.28756,5117
47.28997,5118
47.29235,5119
47.29488,5120
47.29502,5121
47.29516,5122
47.29622,5123
47.29962,5124
47.30891,5125
47.31122,5126
47.32476,5127
47.32637,5128
47.32907,5129
47.33041,5130
47.33333,5131
47.33333,5132
47.34384,5133
47.35598,5134
47.35949,5135
47.36705,5136
47.37107,5137
47.37258,5138
47.37298,5139
47.38349,5140
47.38868,5141
47.39941,5142
47.39958,5143
47.39958,5144
47.40168,5145
47.40295,5146
47.40295,5147
47.41063,5148
47.41328,5149
47.41418,5150
47.4277,5151
47.42792,5152
47.42899,5153
47.43296,5154
47.43318,5155
47.43689,5156
47.44111,5157
47.44204,5158
47.44562,5159
47.45825,5160
47.45825,5161
47.45825,5162
47.45825,5163
47.45834,5164
47.45859,5165
47.46297,5166
47.47786,5167
47.47859,5168
47.48254,5169
47.49102,5170
47.49102,5171
47.49482,5172
47.49622,5173
47.5,5174
47.50536,5175
47.50794,5176
47.52085,5177
47.52573,5178
47.52631,5179
47.5283,5180
47.53102,5181
47.53933,5182
47.54244,5183
47.54252,5184
47.54491,5185
47.54563,5186
47.54785,5187
47.54785,5188
47.55127,5189
47.55384,5190
47.55547,5191
47.5559,5192
47.55764,5193
47.56067,5194
47.56904,5195
47.57241,5196
47.57397,5197
47.57452,5198
47.57462,5199
47.57462,5200
47.5766,5201
47.57792,5202
47.58033,5203
47.58884,5204
47.59505,5205
47.59997,5206
47.59997,5207
47.60391,5208
47.60844,5209
47.61251,5210
47.61268,5211
47.61794,5212
47.61984,5213
47.62076,5214
47.62483,5215
47.62483,5216
47.62483,5217
47.62644,5218
47.62866,5219
47.63391,5220
47.63636,5221
47.64479,5222
47.64756,5223
47.65209,5224
47.65652,5225
47.66115,5226
47.66555,5227
47.66555,5228
47.67025,5229
47.67125,5230
47.67242,5231
47.67356,5232
47.68141,5233
47.68191,5234
47.68191,5235
47.68191,5236
47.68191,5237
47.68191,5238
47.69034,5239
47.69046,5240
47.69055,5241
47.6925,5242
47.69483,5243
47.69946,5244
47.71503,5245
47.71607,5246
47.71797,5247
47.73265,5248
47.73483,5249
47.73752,5250
47.74853,5251
47.75455,5252
47.75715,5253
47.75715,5254
47.75821,5255
47.75821,5256
47.75821,5257
47.75899,5258
47.75899,5259
47.7676,5260
47.76838,5261
47.76879,5262
47.7729,5263
47.7743,5264
47.77528,5265
47.77712,5266
47.78406,5267
47.78646,5268
47.78723,5269
47.78925,5270
47.7908,5271
47.79448,5272
47.7958,5273
47.80779,5274
47.80779,5275
47.80779,5276
47.81154,5277
47.81337,5278
47.81674,5279
47.81694,5280
47.81852,5281
47.81888,5282
47.82256,5283
47.82259,5284
47.82359,5285
47.82359,5286
47.82368,5287
47.82526,5288
47.82944,5289
47.83022,5290
47.83333,5291
47.83333,5292
47.84275,5293
47.84275,5294
47.85426,5295
47.85918,5296
47.86513,5297
47.87514,5298
47.88498,5299
47.88758,5300
47.89467,5301
47.8963,5302
47.89644,5303
47.90215,5304
47.90233,5305
47.90416,5306
47.90885,5307
47.90914,5308
47.91187,5309
47.9134,5310
47.91552,5311
47.91625,5312
47.92464,5313
47.92667,5314
47.93979,5315
47.93979,5316
47.94182,5317
47.94326,5318
47.9445,5319
47.94735,5320
47.94939,5321
47.95136,5322
47.95915,5323
47.96381,5324
47.96462,5325
47.96656,5326
47.96753,5327
47.97276,5328
47.99164,5329
47.99634,5330
47.99634,5331
47.99771,5332
47.99844,5333
48.00528,5334
48.0075,5335
48.00817,5336
48.00918,5337
48.00929,5338
48.01389,5339
48.01473,5340
48.01531,5341
48.01742,5342
48.02032,5343
48.02712,5344
48.02899,5345
48.02899,5346
48.02899,5347
48.03556,5348
48.04352,5349
48.05542,5350
48.06945,5351
48.07363,5352
48.07768,5353
48.07935,5354
48.07935,5355
48.08333,5356
48.08333,5357
48.08333,5358
48.0892,5359
48.09033,5360
48.09372,5361
48.09372,5362
48.09385,5363
48.09406,5364
48.10647,5365
48.11547,5366
48.11832,5367
48.12004,5368
48.12309,5369
48.12737,5370
48.12737,5371
48.12916,5372
48.13287,5373
48.13411,5374
48.13956,5375
48.14161,5376
48.14232,5377
48.14232,5378
48.14242,5379
48.16082,5380
48.16082,5381
48.16146,5382
48.1645,5383
48.16667,5384
48.16667,5385
48.16667,5386
48.16667,5387
48.17031,5388
48.17158,5389
48.17165,5390
48.17374,5391
48.17413,5392
48.1751,5393
48.1774,5394
48.18071,5395
48.19567,5396
48.19815,5397
48.19993,5398
48.20596,5399
48.20822,5400
48.21154,5401
48.22442,5402
48.22511,5403
48.22511,5404
48.22511,5405
48.22511,5406
48.22555,5407
48.22623,5408
48.23093,5409
48.23248,5410
48.23619,5411
48.2409,5412
48.24199,5413
48.24325,5414
48.24325,5415
48.2463,5416
48.25,5417
48.255,5418
48.2553,5419
48.25601,5420
48.25762,5421
48.26015,5422
48.27429,5423
48.27477,5424
48.27493,5425
48.27829,5426
48.28121,5427
48.28415,5428
48.28657,5429
48.28657,5430
48.29226,5431
48.29244,5432
48.29429,5433
48.29445,5434
48.29456,5435
48.29485,5436
48.29818,5437
48.30349,5438
48.30456,5439
48.30598,5440
48.31759,5441
48.31904,5442
48.31905,5443
48.32813,5444
48.32912,5445
48.33231,5446
48.33231,5447
48.34055,5448
48.34568,5449
48.34636,5450
48.34815,5451
48.34815,5452
48.34815,5453
48.34815,5454
48.35058,5455
48.35102,5456
48.35153,5457
48.35492,5458
48.36254,5459
48.36598,5460
48.3676,5461
48.37875,5462
48.384,5463
48.38728,5464
48.38744,5465
48.38889,5466
48.38916,5467
48.39631,5468
48.3992,5469
48.40214,5470
48.40295,5471
48.40544,5472
48.40561,5473
48.4071,5474
48.40818,5475
48.41451,5476
48.41591,5477
48.42162,5478
48.42218,5479
48.42218,5480
48.42218,5481
48.42218,5482
48.42218,5483
48.42334,5484
48.42669,5485
48.42937,5486
48.4341,5487
48.43474,5488
48.43988,5489
48.4428,5490
48.44496,5491
48.45075,5492
48.45326,5493
48.45452,5494
